"idtitulo","nombre","idtipotitulo","idarea","idcarrera","tipotitulofijo","idtitulopresencial","fecha","esuniversidad","modiuniversidad","idterminal","idsubterminal","id_orientaciondiniece","anio_art_43","resolucion_art_43","en_sicer"
4738,"Técnico en Maquinaria Agrícola","TI","AGIN",126,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5745,"Profesor de Enseñanza Elemental en Inglés - Ciclo de Profesorado","TI","INGL",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4810,"Profesor Superior de Música","TINT","MUSI",114,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4819,"Licenciado en Psicopedagogía con orientación Clínica","G","PSPE",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4881,"Técnico en Presupuestos de Obras","TINT","ICON",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4882,"Traductor Público en Francés","G","FRAN",63,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4912,"Diplomado en Conducción y Gestión Educativa","TINT","CSED",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5747,"Profesor en Sistemas de Información","G","INFO",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5748,"Técnico en Informática Aplicada al Diseño Multimedia y de Sitios Web","TI","INFO",34,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4934,"Profesor de Letras Modernas","G","LETR",104,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4943,"Profesor Superior en Composición","G","MUSI",114,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4946,"Licenciado en Administración Pública y Ciencia Política","G","ADDI",68,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4948,"Profesor de Grado Universitario en Educación General Básica para el 1er. y 2do. Ciclo","G","EPRI",46,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4956,"Profesor en Química para el 3er. Ciclo de la Enseñanza General Básica y Polimodal","G","QUIM",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
12178,"Profesor en Derecho","G","DERE",40,"N",0,"2014-03-13",0,0,1,1,0,0,"No Corresponde",True
5750,"Magister Scientiae en Cultivos Intensivos","M","AGAG",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5011,"Profesor de Primero y Segundo Ciclo de la EGB","P","EPRI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5033,"Profesor para el Nivel Primario","P","EPRI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5043,"Antropólogo","G","ANTR",15,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5050,"Licenciado en Música, orientación Dirección Coral","G","MUSI",114,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5052,"Licenciado en Música, orientación Educación Musical","G","MUSI",114,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5053,"Licenciado en Música, orientación Guitarra","G","MUSI",114,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5054,"Licenciado en Música, orientación Piano","G","MUSI",114,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5056,"Profesor de Música, orientación Piano","G","MUSI",114,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5097,"Profesor Superior en Francés","G","FRAN",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5125,"Auxiliar de Enfermería","TINT","ENFE",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5163,"Diploma en Humanidades","TINT","FILO",58,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5168,"Licenciado en Letras, Castellano y Literatura","G","LETR",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5194,"Bachiller Universitario en Comunicación Social","TINT","COSO",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5195,"Bachiller Universitario en Servicio Social","TINT","SESO",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5204,"Bachiller Universitario en Ciencias de la Educación","TINT","CSED",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5222,"Magister en Higiene y Seguridad en la Construcción","M","SEIN",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5246,"Magister en Estudios Sociales con mención en Derechos Humanos","M","CSOC",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5247,"Magister en Estudios Sociales Aplicados con mención en Derechos Humanos","M","CSOC",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5270,"Magister en Higiene y Seguridad en la Construcción de Obras Arquitectónicas","M","SEIN",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5295,"Licenciado en Tuba","G","MUSI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5307,"Trompetista","TINT","MUSI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5308,"Trombonista","TINT","MUSI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5309,"Trompista","TINT","MUSI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5310,"Tubista","TINT","MUSI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5323,"Profesor en Trompa","G","MUSI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5325,"Profesor en Tuba","G","MUSI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5332,"Profesor de Enseñanza Primaria en Bellas Artes","G","ARPL",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5334,"Martillero y Corredor Inmobiliario","G","MAPU",1,"N",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5337,"Profesor en Matemática para el Nivel Medio","G","MATE",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6146,"CBC - Profesor de Historia","CC","HIST",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5343,"Bachillerato Universitario con Mención en Matemática","TINT","MATE",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5344,"Profesor en Enseñanza Media y Superior en Historia","G","HIST",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5345,"Técnico en Inspección Bromatológica","TI","BROM",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5358,"Profesor en Economía (Educación General Básica Tercer Ciclo Polimodal)","G","ECON",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5369,"Programador Contable Universitario","TINT","COMP",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5370,"Profesor Superior en Teología","G","TEOL",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5392,"Técnico en Documentación y Museología Arqueológica","TI","CSIN",22,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5411,"Profesor para el Tercer Ciclo de la EGB y para la Educación Polimodal en Geografía","G","GEOG",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5419,"Profesor Nacional de Educación Física","G","EFIS",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5421,"Técnico Universitario en Plantas y Análisis de Mena","TI","INMI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5445,"Técnico en Fotografía","TI","ARAU",18,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5462,"Magister en Ciencias de la Actividad Física","M","EFIS",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
18016,"Analista Universitario/a en Ciencias del Comportamiento","TINT","PSIC",128,"S",0,"2025-03-17",0,0,1,1,0,0,"No Corresponde",True
5474,"Licenciado en Enseñanza de las Artes Combinadas","G","ARAU",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5486,"Licenciado en Humanidades especialidad Historia","G","HIST",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6147,"CBC - Ingeniero Aeronáutico","CC","INAE",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5514,"Especialista en Planificación y Evaluación de Programas Sociales","E","CSOC",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5516,"Bachiller en Ciencias Jurídicas","TINT","CSOC",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5517,"Licenciado en Enseñanza de Lengua y Literatura - Ciclo de Licenciatura","G","LETR",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5522,"Ingeniero Especialista en Maquinaria Agrícola","E","INME",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5528,"Técnico en Música","TINT","MUSI",1,"N",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5555,"Licenciado y Profesor en Ciencias de la Educación","G","CSED",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5560,"Técnico en Producción Ganadera","TI","AGAG",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5562,"Psicólogo Especialista en Evaluación y Diagnóstico Psicológico","E","PSIC",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5588,"Profesor en Nutrición","G","NUDI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5589,"Profesor en Odontología","G","ODON",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5591,"Profesor en Tecnología para Diagnóstico por Imágenes","G","RADI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5626,"Técnico Universitario en Mercado de Capitales","TI","BANC",1,"N",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5636,"Master e-Bussines","M","COME",107,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5652,"Licenciado en Arte Digital - Ciclo de Licenciatura","G","ARPL",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5661,"Magister de Educación por el Arte","M","ARPL",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5690,"Especialista y Magister en Tributaciones","E","ECON",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5693,"Especialista en Ciencias Clínicas","E","VETE",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5694,"Magister en Ciencias Agropecuarias. Mención Reproducción Animal","M","AGAG",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5705,"Analista Universitario en Tecnología de los Alimentos","TINT","TEAL",145,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5752,"Técnico en Gestión y Administración de la Cultura","TI","ADDI",68,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5785,"Médico especialista en Medicina Patológica","E","MEDI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5678,"Licenciado en Paleontología","G","ARGI",16,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5824,"Licenciado en Enseñanza de las Ciencias con Orientacación en Didáctica de la Matemática - Ciclo de Licenciatura","G","FODO",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
17751,"Técnico/a Universitario/a Militar en Sensores de Imágenes","P","SANV",1,"S",0,"2024-09-13",0,0,1,1,0,0,"No Corresponde",True
5828,"Licenciado en Enseñanza de las Ciencias con Orientación en Didáctica de la Física - Ciclo de Licenciatura","G","FODO",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5829,"Bachiller Universitario en Artes Liberales","TINT","CSOC",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5840,"Licenciado en Dirección de Organizaciones de la Sociedad Civil","G","ADDI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5843,"Diplomado en Asistente Kinésico para Personas Ciegas o con Baja Visión","P","KINE",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5846,"Especialista en Didática de las Ciencias Experimentales","E","CSED",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5847,"Especialista en Creatividad Aplicada al Arte y la Educación","E","CSED",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5848,"Especialista en Políticas Públicas y Gerenciamiento del Desarrollo","E","CSPO",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5849,"Magister en Empresas Agroalimentarias","M","AGAG",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5850,"Magister en Análisis de la Opinión Pública","M","COSO",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5851,"Magister en Gestión del Turismo","M","TURI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5866,"Magister en Interpretación de la Música Latinoamericana del Siglo XX","M","MUSI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5873,"Licenciado en Educación Básica","G","CSED",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
15373,"Especialista en Farmacia Industrial con orientación en Productos Médicos","E","FARM",57,"S",0,"2019-11-04",0,0,1,1,0,0,"No Corresponde",True
5887,"Licenciado en Educación General Básica Primer Ciclo y Segundo Ciclo","G","EPRI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5893,"Técnico Superior en Empresas Turísticas","TI","TURI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5897,"Profesor de Primero y Segundo Ciclo de la EGB con orientación Rural","G","EPRI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5923,"Técnico Universitario en Gestión de Comercio Electrónico","TI","COME",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5924,"Técnico Universitario en Gestión de la Educación General Básica","TI","CSED",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5927,"Técnico Superior en Tecnologías de la Información","TI","INFO",34,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5932,"Diseñador de Imagen Empresarial","TINT","DISE",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5934,"Diseñador de Muebles","TINT","DISE",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5935,"Diseñador de Vidrieras","TINT","DISE",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5936,"Diseñador de Exteriores","TINT","DISE",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5953,"Bachiller en Ciencias de la Ingeniería","TINT","INBA",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5954,"Magister en Psiconeuroendocrinología","M","MEDI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
17758,"Licenciado en Gestión de Instituciones Educativas- Ciclo de Complementación Curricular","CCC","ADDI",68,"S",0,"2024-09-16",0,0,1,1,0,0,"No Corresponde",True
18037,"Bachiller Universitario/a en Derecho - MD","P","DERE",40,"S",1,"2025-04-14",0,0,1,1,0,0,"No Corresponde",True
5955,"Ingeniero en Biofísica","G","BIIN",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5957,"Magister en Salud Ocupacional y Gestión Ambiental","M","SAPU",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5964,"Profesor Unversitario en Enseñanza de Nivel Medio de Adultos","G","FODO",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5974,"Especialista en Análisis e Intervención Institucional y Educación","E","CSED",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5980,"Especialista en Conducción Estratégica de Recursos Humanos","E","ADDI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
693,"Profesor de Enseñanza Primaria de Inglés","G","INGL",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
937,"Profesor en Instrumento de Percusión","G","MUSI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4155,"Geólogo especialidad Explotación de Yacimientos","E","GEOL",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4253,"Ingeniero Geólogo","G","GEOL",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4315,"Licenciado en Desarrollo Social orientación Conducción de Programas","G","SOCI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4383,"Licenciado en Sanidad Animal","G","VETE",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4479,"Médico Fisiatra","E","MEDI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4583,"Profesor de Música, especialidad Trompeta","G","MUSI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4925,"CBC - Licenciado en Teatro orientación Escenografía","CC","TEDA",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5170,"Profesor en Letras, Castellano y Literatura","G","LETR",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5248,"Magister en Documentación y Sistemas de Información Sanitaria","M","CSIN",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5987,"Profesor Superior de Música especialidad Dirección Coral","TINT","MUSI",114,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5988,"Profesor Superior de Música especialidad Composición","TINT","MUSI",114,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5994,"Licenciado en Enseñanza de las Ciencias con Orientación Didáctica en Biología - Ciclo de Licenciatura","G","BIOL",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5993,"Licenciado en Enseñanza de las Ciencias con Orientación en Didáctica de la Química - Ciclo de Licenciatura","G","QUIM",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
18038,"Magíster en Derecho del Consumidor","M","DERE",40,"S",0,"2025-04-14",0,0,1,1,0,0,"No Corresponde",True
5998,"Licenciado en Gestión del Primer y Segundo Ciclo de la EGB","G","EPRI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
5999,"Técnico en Administración de Empresas con orientación Agropecuarias y Agroindustrias","TI","ADDI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6021,"Magister en Ingeniería de la Innovación","M","IGER",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6023,"Especialista en Docencia del Nivel Superior","E","FODO",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6027,"Doctor de la Universidad de Palermo en Educación Especial","D","CSED",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
9023,"Doctor en Salud Pública con mención en Epidemiología","D","SAPU",1,"S",0,"2011-06-30",0,0,1,1,0,0,"No Corresponde",True
6055,"Comunicador Visual en Procesos Educativos","TINT","ARAU",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6056,"Licenciado en Comunicación Visual en Procesos Educativos","G","COSO",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6059,"Profesor en Comunicación Visual, orientación Diseño Gráfico","G","COSO",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6060,"Profesor en Comunicación Visual, orientación Procesos Educativos","G","COSO",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
15374,"Especialista en Peritaje Ambiental","E","EYCA",30,"S",0,"2019-11-04",0,0,1,1,0,0,"No Corresponde",True
6063,"Técnico en Dibujo Artístico","TI","ARPL",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6026,"Magister en Gobierno","M","CSPO",28,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6072,"Especialista en Bactereología Clínica","E","BIOL",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6073,"Licenciado en Comunicación Visual, orientación Procesos Educativos","G","COSO",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6075,"Licenciado en Organización y Conducción Educativa","G","CSED",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6079,"Doctor en Adminsitración y Dirección de Empresas","D","ADDI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6081,"Licenciado en Administración de la Producción","G","ADDI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6086,"Magister en Derecho Consular y Aduanero","M","DERE",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6129,"CBC - Técnico en Administración de Empresas Agropecuarias","CC","ADDI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6130,"Especialista en Diseño e Instalación de Redes de Gas Natural","E","ININ",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6160,"Especialista en Ciencia y Tecnología de los Materiales","E","INMA",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6168,"Técnico Universitario en Administración de Software","TI","INFO",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6176,"Técnico Superior en Ciencias Geológicas","TI","GEOL",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6184,"Técnico Superior en Infomática Educativa","TI","INFO",34,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6187,"Profesor de Física - MD","G","FISI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6188,"Profesor en Física - MD","G","FISI",1,"S",1,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
321,"Geofísico","G","GEOF",65,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
6134,"CBC - Profesor de Enseñanza Media y Superior en Lengua y Literatura Inglesa","CC","INGL",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4143,"Especialista en Sistemas de Información Administrativa","E","SIST",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4237,"Ingeniero en Sistemas orientación Ciencias de la Comunicación","G","INSI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
4238,"Ingeniero en Sistemas orientación Sistemas de Información","G","INSI",1,"S",0,"2010-12-31",0,0,1,1,0,0,"No Corresponde",True
